x,y
34.87416413173595,30.856920853304096
36.96523250360086,32.57120401530691
39.072470938054124,34.285488007274
41.19587944679384,35.99977280096367
43.3354580413836,37.71405836845894
45.491206733252504,39.42834468216754
47.663125533695144,41.14263171482189
49.85121445387163,42.85691943947911
52.05547350480756,44.57120782952102
54.27590269739405,46.28549685865416
56.51250204238773,47.99978650090976
58.765271550410716,49.71407673064374
61.03421123195063,51.42836752253674
63.3193210973606,53.142658851594085
65.62060115685924,54.85695069314582
67.93805142053073,56.57124302284667
70.2716718983247,58.285535816676095
72.62146260005628,59.99982905093822
73.18741413643352,59.99985967910339
73.75336608695117,59.99988930744511
74.3193184469019,59.99991794732796
74.88527121157833,59.999945610116484
75.45122437627313,59.999972307175234
76.01717793627897,59.999998049868786
76.58313188688845,60.000022849561674
77.14908622339425,60.000046717618474
77.71504094108899,60.00006966540373
78.28099603526533,60.000091704282
78.84695150121593,60.000112845617835
79.41290733423341,60.00013310077581
79.97886352961044,60.00015248112047
80.54482008263963,60.00017099801637
81.11077698861368,60.000188662828066
81.67673424282519,60.000205486920116
82.24269184056685,60.00022148165708
82.80864977713128,60.00023665840351
83.37460804781112,60.00025102852397
83.94056664789903,60.000264603383
84.50652557268765,60.000277394345176
85.07248481746961,60.00028941277503
85.63844437753758,60.00030067003715
86.2044042481842,60.00031117749607
86.77036442470217,60.00032094651636
87.33632490238405,60.00032998846257
87.90228567652251,60.00033831469925
88.46824674241022,60.00034593659097
89.0342080953398,60.00035286550227
89.60016973060392,60.00035911279771
90.16613164349522,60.00036468984186
90.73209382930635,60.000369607999275
91.29805628332993,60.000373878634505
91.86401900085863,60.000377513112106
92.42998197718512,60.00038052279663
92.99594520760202,60.00038291905264
93.56190868740194,60.0003847132447
94.1278724118776,60.00038591673735
94.69383637632158,60.00038654089514
95.25980057602658,60.00038659708267
95.82576500628521,60.00038609666444
96.39172966239013,60.000385051005054
96.957694539634,60.00038347146904
97.52365963330945,60.00038136942096
98.08962493870912,60.00037875622539
98.65559045112569,60.00037564324685
99.22155616585175,60.000372041849914
99.78752207818,60.00036796339916
100.35348818340306,60.00036341925911
100.9194544768136,60.00035842079434
101.48542095370422,60.00035297936941
102.0513876093676,60.00034710634887
102.61735443909639,60.000340813097274
103.18332143818321,60.000334110979175
103.74928860192077,60.00032701135913
104.31525592560162,60.00031952560171
104.88122340451851,60.00031166507145
105.447191033964,60.00030344113293
106.01315880923077,60.000294865150686
106.57912672561147,60.00028594848929
107.14509477839876,60.00027670251329
107.71106296288525,60.00026713858724
108.27703127436362,60.0002572680757
108.84299970812651,60.00024710234323
109.40896825946656,60.00023665275439
109.97493692367642,60.00022593067372
110.54090569604872,60.0002149474658
111.10687457187613,60.000203714495164
111.67284354645129,60.00019224312637
112.23881261506683,60.00018054472399
112.80478177301542,60.000168630652574
113.3707510155897,60.000156512276675
113.9367203380823,60.000144200960854
114.50268973578589,60.00013170806966
115.0686592039931,60.000119044967654
115.6346287379966,60.0001062230194
116.20059833308899,60.00009325358945
116.76656798456295,60.00008014804236
117.33253768771115,60.00006691774267
117.8985074378262,60.00005357405497
118.46447723020076,60.00004012834378
119.03044706012746,60.00002659197367
119.59641692289898,60.00001297630922
120.16238681380793,59.99999929271497
120.72835672814696,59.99998555255546
121.29432666120873,59.99997176719528
121.86029660828589,59.99995794799894
122.4262665646711,59.99994410633104
122.99223652565696,59.99993025355611
123.55820648653615,59.99991640103872
124.12417644260134,59.99990256014342
124.69014638914513,59.99988874223477
125.25611632146018,59.99987495867733
125.82208623483913,59.999861220835655
126.38805612457466,59.99984754007429
126.95402598595939,59.999833927757805
127.51999581428598,59.99982039525075
128.08596560484705,59.99980695391769
128.65193535293525,59.99979361512318
129.21790505384328,59.99978039023176
129.7838747028637,59.999767290608
